
Eps: 0.001
  i          x         y         f(x,y)                  (s1,s2)         lambda              x2-x1, y2-y1, f2-f1          angle                grad
180   -2.62358   6.88987        13.1348    -0.152421,   0.988316       0.179297 0.00634840.000965587,   0.117769       0.861066    {-0.206925,1.34172}, 
181   -2.59625   6.71267        13.0105    -0.988316,  -0.152421     0.00654997 0.0273287   0.177202,   0.124287       0.188205    {-36.1073,-5.56857}, 
182   -2.58978   6.71367         12.891    -0.154986,   0.987917       0.1854560.006473440.000998352,   0.119515        0.85823    {-0.211065,1.34538}, 
183   -2.56103   6.53045        12.7618    -0.987917,  -0.154985     0.00675547 0.0287431   0.183215,   0.129186       0.189398    {-36.2548,-5.6877}, 
184   -2.55436    6.5315         12.638    -0.156725,   0.987642        0.182530.00667384   0.001047,   0.123808       0.854977    {-0.214157,1.34957}, 
185   -2.52575   6.35122        12.5105    -0.987642,  -0.156725     0.00680438 0.0286069   0.180274,   0.127569       0.191339    {-35.542,-5.64}, 
186   -2.51903   6.35229        12.3882    -0.158769,   0.987316       0.1820380.00672029 0.00106641,   0.122285        0.85168    {-0.217698,1.35377}, 
187   -2.49013   6.17256        12.2604    -0.987316,  -0.158769     0.00689988 0.0289021   0.179729,   0.127722       0.193123    {-35.054,-5.637}, 
188   -2.48332   6.17366        12.1381    -0.160262,   0.987075       0.1761210.00681236 0.00109549,   0.122333        0.84812    {-0.220532,1.35828}, 
189   -2.45509   5.99981        12.0142    -0.987075,  -0.160262      0.0068955 0.0282255   0.173844,   0.123923        0.19536    {-34.0772,-5.53279}, 
190   -2.44829   6.00092        11.8953    -0.160892,   0.986972       0.1638710.00680638 0.00110509,   0.118872       0.844343    {-0.222202,1.36307}, 
191   -2.42192   5.83918        11.7798    -0.986972,  -0.160892      0.0067585 0.0263655   0.161736,   0.115475       0.198168    {-32.531,-5.30305}, 
192   -2.41525   5.84027        11.6686    -0.161696,   0.986841        0.154760.00667045 0.00108739,   0.111237       0.840706    {-0.224092,1.36764}, 
193   -2.39023   5.68755        11.5593    -0.986841,  -0.161696     0.00666841  0.025024   0.152723,   0.109273       0.200731    {-31.2876,-5.12653}, 
194   -2.38364   5.68862        11.4538    -0.162369,    0.98673       0.1460210.00658066 0.00107825,   0.105573       0.837096    {-0.225792,1.37216}, 
195   -2.35994   5.54454        11.3505     -0.98673,  -0.162369     0.00657291 0.0237092   0.144083,   0.103307         0.2033    {-30.0887,-4.95116}, 
196   -2.35345   5.54561        11.2504    -0.164337,   0.986404       0.1460310.00648569 0.00106723,   0.100091       0.833812    {-0.229277,1.3762}, 
197   -2.32945   5.40156        11.1467    -0.986404,  -0.164337      0.0066657 0.0239982   0.144046,   0.103693       0.204884    {-29.7513,-4.95662}, 
198   -2.32288   5.40266        11.0463    -0.166426,   0.986054       0.1463290.00657508 0.00109542,   0.100396       0.830405    {-0.232976,1.38035}, 
199   -2.29852   5.25837         10.942    -0.986054,  -0.166426     0.00676913  0.024353   0.144288,   0.104304       0.206467    {-29.4366,-4.96832}, 
200   -2.29185    5.2595        10.8411    -0.167825,   0.985817       0.1421250.00667473 0.00112656,   0.100905       0.826689    {-0.235764,1.38489}, 
201     -2.268   5.11939        10.7395    -0.985817,  -0.167825     0.00677132 0.0238522    0.14011,   0.101614       0.208609    {-28.6924,-4.88457}, 
202   -2.26132   5.12052         10.641    -0.168781,   0.985653       0.1357630.00667529  0.0011364,  0.0984052       0.822832    {-0.237953,1.38961}, 
203   -2.23841   4.98671        10.5437    -0.985654,  -0.168781       0.006717 0.0229143   0.133815,  0.0973141       0.211045    {-27.75,-4.75185}, 
204   -2.23179   4.98784        10.4493    -0.170603,    0.98534       0.1343590.00662064  0.0011337,  0.0944288       0.819177    {-0.241358,1.394}, 
205   -2.20886   4.85545        10.3527     -0.98534,  -0.170602     0.00677977  0.022922   0.132389,  0.0966495       0.212831    {-27.2966,-4.72614}, 
206   -2.20218   4.85661        10.2589    -0.171909,   0.985113        0.130230.00668038 0.00115664,  0.0937786       0.815291    {-0.244078,1.39868}, 
207    -2.1798   4.72832        10.1649    -0.985113,  -0.171908     0.00677403 0.0223877   0.128291,  0.0939646       0.215015    {-26.5843,-4.63913}, 
208   -2.17312   4.72948        10.0736    -0.173338,   0.984862       0.1268980.00667319 0.00116451,  0.0912747       0.811393    {-0.246991,1.40334}, 
209   -2.15113   4.60451        9.98178    -0.984862,  -0.173338     0.00678582 0.0219962   0.124977,  0.0918538       0.217097    {-25.9573,-4.56855}, 
210   -2.14444   4.60568        9.89249    -0.174183,   0.984713       0.121181 0.0066831 0.00117624,  0.0892953       0.807309    {-0.2491,1.40824}, 
211   -2.12334   4.48635        9.80453    -0.984713,  -0.174183     0.00672931 0.0211077   0.119328,  0.0879538       0.219576    {-25.1054,-4.44083}, 
212   -2.11671   4.48753        9.71887    -0.175674,   0.984448       0.1186080.00662644 0.00117213,  0.0856612       0.803395    {-0.252127,1.41287}, 
213   -2.09587   4.37076         9.6325    -0.984448,  -0.175674     0.00675412 0.0208365   0.116764,  0.0863719       0.221547    {-24.5718,-4.38483}, 
214   -2.08922   4.37195        9.54833    -0.176252,   0.984345       0.1126340.00664908 0.00118652,   0.084166       0.799203    {-0.25388,1.41789}, 
215   -2.06937   4.26108         9.4661    -0.984345,  -0.176252     0.00667769  0.019852   0.110871,  0.0822371       0.224151    {-23.7076,-4.24496}, 
216    -2.0628   4.26225         9.3858    -0.177148,   0.984184       0.1084310.00657315 0.00117696,  0.0802968       0.795139    {-0.25608,1.42271}, 
217   -2.04359   4.15554         9.3064    -0.984184,  -0.177148     0.00664464 0.0192084   0.106716,  0.0793996       0.226453    {-23.0289,-4.14509}, 
218   -2.03705   4.15672        9.22877     -0.17825,   0.983985       0.1052390.00653954 0.00117709,  0.0776251       0.791123    {-0.258581,1.42744}, 
219   -2.01829   4.05316        9.15147    -0.983985,  -0.178249     0.00663755 0.0187589   0.103554,   0.077301       0.228568    {-22.46,-4.06863}, 
220   -2.01176   4.05434        9.07583     -0.17917,   0.983818       0.1016820.00653125 0.00118314,  0.0756399       0.787037    {-0.260837,1.43225}, 
221   -1.99354   3.95431        9.00092    -0.983818,   -0.17917     0.00661493 0.0182183   0.100036,   0.074913       0.230784    {-21.8598,-3.98104}, 
222   -1.98703   3.95549        8.92754    -0.180187,   0.983632      0.09866410.00650788 0.00118519,  0.0733801       0.782965    {-0.263242,1.43702}, 
223   -1.96926   3.85844        8.85462    -0.983632,  -0.180187     0.00660565  0.017778  0.0970492,  0.0729155       0.232896    {-21.3216,-3.9058}, 
224   -1.96276   3.85963        8.78314    -0.180894,   0.983503      0.09499120.00649753 0.00119025,  0.0714838       0.778796    {-0.265212,1.44193}, 
225   -1.94558   3.76621        8.71273    -0.983503,  -0.180894     0.00656988 0.0171834  0.0934241,  0.0704099       0.235194    {-20.7211,-3.81121}, 
226   -1.93911    3.7674        8.64363    -0.181971,   0.983304      0.0925601 0.0064615 0.00118845,   0.069105       0.774726    {-0.267721,1.44667}, 
227   -1.92227   3.67638         8.5748    -0.983304,   -0.18197     0.00657259 0.0168432  0.0910148,  0.0688259       0.237187    {-20.2564,-3.74865}, 
228   -1.91581   3.67758        8.50721    -0.182773,   0.983155      0.08958290.00646285 0.00119602,  0.0675941       0.770554    {-0.269849,1.45155}, 
229   -1.89944   3.58951        8.44039    -0.983155,  -0.182773     0.00655268 0.0163733  0.0880739,  0.0668174       0.239351    {-19.7392,-3.6696}, 
230   -1.89299    3.5907        8.37471    -0.183832,   0.982958      0.0873991 0.0064423 0.00119765,  0.0656792       0.766436    {-0.272361,1.45632}, 
231   -1.87693   3.50479        8.30931    -0.982958,  -0.183832     0.00655841 0.0160668  0.0859096,  0.0653986       0.241301    {-19.3109,-3.61151}, 
232   -1.87048     3.506        8.24499    -0.184607,   0.982812      0.08469470.00644664 0.00120564,  0.0643209        0.76221    {-0.274474,1.46125}, 
233   -1.85484   3.42276        8.18142    -0.982813,  -0.184607     0.00654172 0.0156352   0.083239,  0.0635734       0.243428    {-18.832,-3.53731}, 
234   -1.84841   3.42397        8.11884    -0.185626,    0.98262      0.08267160.00642929 0.00120764,  0.0625757       0.758034    {-0.276957,1.46609}, 
235   -1.83307   3.34273        8.05658    -0.982621,  -0.185626      0.0065483  0.015346  0.0812348,  0.0622567       0.245351    {-18.4304,-3.48166}, 
236   -1.82663   3.34395        7.99527    -0.186268,   0.982499      0.08000320.00643449 0.00121553,  0.0613117       0.753726    {-0.278902,1.47111}, 
237   -1.81173   3.26535        7.93484    -0.982499,  -0.186268     0.00652619  0.014902  0.0786031,  0.0604369       0.247513    {-17.9638,-3.40568}, 
238   -1.80532   3.26656        7.87527    -0.187402,   0.982283      0.07842790.00641198 0.00121562,  0.0595672       0.749541    {-0.281581,1.47593}, 
239   -1.79062   3.18952        7.81582    -0.982283,  -0.187401     0.00654559 0.0146975  0.0770384,   0.059444       0.249299    {-17.6194,-3.36146}, 
240   -1.78419   3.19075        7.75721     -0.18852,   0.982069      0.07686740.00642962 0.00122665,  0.0586104       0.745298    {-0.284261,1.48082}, 
241    -1.7697   3.11526        7.69876    -0.982069,   -0.18852     0.00656466  0.014491  0.0754891,  0.0584565       0.251085    {-17.2798,-3.31707}, 
242   -1.76326    3.1165         7.6411    -0.189517,   0.981877      0.07514440.00644696 0.00123757,   0.057659       0.740971    {-0.286784,1.48581}, 
243   -1.74901   3.04272        7.58376    -0.981878,  -0.189517     0.00657562 0.0142412  0.0737825,   0.057338       0.252944    {-16.9259,-3.26694}, 
244   -1.74256   3.04396        7.52718    -0.190325,   0.981721      0.07318330.00645645 0.00124619,  0.0565811       0.736552    {-0.289044,1.49093}, 
245   -1.72863   2.97212        7.47115    -0.981721,  -0.190324     0.00657426 0.0139286  0.0718456,  0.0560277       0.254912    {-16.5497,-3.20845}, 
246   -1.72217   2.97337        7.41583    -0.190945,   0.981601      0.07104280.00645409 0.00125124,  0.0553191       0.732062    {-0.29104,1.49616}, 
247   -1.70861   2.90363        7.36126    -0.981601,  -0.190944     0.00656196 0.0135653  0.0697357,  0.0545693       0.256977    {-16.1578,-3.14306}, 
248   -1.70217   2.90488        7.30735    -0.191471,   0.981498      0.06890340.00644122 0.00125297,  0.0539133       0.727538    {-0.292904,1.50145}, 
249   -1.68898   2.83726        7.25425    -0.981498,  -0.191471      0.0065461  0.013193  0.0676285,  0.0531013       0.259065    {-15.7698,-3.07637}, 
250   -1.68255   2.83851        7.20175    -0.192051,   0.981385      0.06697860.00642499 0.00125339,  0.0524966       0.723026    {-0.294855,1.50671}, 
251   -1.66969   2.77278        7.14996    -0.981385,  -0.192051     0.00653682 0.0128633  0.0657318,  0.0517902       0.261075    {-15.4092,-3.01547}, 
252   -1.66327   2.77403        7.09873    -0.192866,   0.981225      0.06547510.00641514  0.0012554,  0.0512298       0.718566    {-0.297172,1.51189}, 
253   -1.65064   2.70979        7.04793    -0.981225,  -0.192865     0.00654559 0.0126279  0.0642458,  0.0508002       0.262891    {-15.0985,-2.9677}, 
254   -1.64422   2.71105        6.99766    -0.193557,   0.981089      0.0638839 0.0064227 0.00126242,  0.0502709       0.714039    {-0.29932,1.51717}, 
255   -1.63186   2.64837        6.94793    -0.981089,  -0.193556      0.0065483 0.0123652  0.0626758,  0.0497348       0.264765    {-14.7811,-2.91612}, 
256   -1.62543   2.64964        6.89869    -0.193917,   0.981018      0.06198340.00642446 0.00126746,  0.0492386       0.709398    {-0.300978,1.52264}, 
257   -1.61341   2.58883        6.85027    -0.981018,  -0.193915     0.00653244 0.0120196  0.0608069,  0.0484188       0.266828    {-14.4323,-2.8528}, 
258     -1.607    2.5901        6.80231    -0.194255,   0.980951      0.06018640.00640845 0.00126674,   0.047963       0.704753    {-0.302611,1.52812}, 
259   -1.59531   2.53106        6.75513    -0.980951,  -0.194255     0.00651827 0.0116915  0.0590399,  0.0471747        0.26886    {-14.0984,-2.79186}, 
260   -1.58892   2.53233        6.70838    -0.194973,   0.980809      0.0589033 0.0063941  0.0012662,  0.0467562       0.700212    {-0.304828,1.53344}, 
261   -1.57743   2.47455        6.66205    -0.980809,  -0.194972     0.00652922 0.0114845  0.0577729,  0.0463286       0.270599    {-13.8255,-2.74832}, 
262   -1.57103   2.47583        6.61611    -0.195728,   0.980658      0.05771180.00640392 0.00127302,  0.0459339       0.695648    {-0.307122,1.53878}, 
263   -1.55973   2.41923        6.57056    -0.980659,  -0.195726     0.00654391 0.0112958  0.0565955,  0.0455501       0.272289    {-13.5652,-2.70744}, 
264   -1.55332   2.42051        6.52539    -0.196384,   0.980527      0.05647140.00641735 0.00128082,  0.0451762       0.691019    {-0.309285,1.54423}, 
265   -1.54223   2.36514        6.48066    -0.980527,  -0.196383     0.00655455 0.0110901  0.0553718,  0.0447276       0.274019    {-13.3019,-2.66414}, 
266    -1.5358   2.36643        6.43628    -0.197015,     0.9804       0.0552610.00642691  0.0012872,   0.044376       0.686351    {-0.311426,1.54974}, 
267   -1.52491   2.31225        6.39236    -0.980401,  -0.197014      0.0065655 0.0108873  0.0541779,  0.0439237       0.275737    {-13.0443,-2.62129}, 
268   -1.51848   2.31354        6.34877    -0.197523,   0.980298      0.05399390.00643682  0.0012935,  0.0435933       0.681618    {-0.313394,1.55536}, 
269   -1.50781   2.26061         6.3057    -0.980299,  -0.197522     0.00657124  0.010665  0.0529301,  0.0430692       0.277507    {-12.7826,-2.57558}, 
270   -1.50137   2.26191        6.26294    -0.198284,   0.980145      0.05300360.00644177 0.00129796,  0.0427611       0.676933    {-0.315771,1.5609}, 
271   -1.49086   2.20996         6.2205    -0.980145,  -0.198283      0.0065925 0.0105098  0.0519512,  0.0424317       0.279081    {-12.5547,-2.53981}, 
272    -1.4844   2.21127        6.17837     -0.19883,   0.980034      0.05187090.00646161 0.00130718,   0.042139       0.672144    {-0.317836,1.56662}, 
273   -1.47408   2.16043        6.13669    -0.980034,  -0.198829     0.00660397 0.0103135  0.0508353,   0.041675       0.280769    {-12.3127,-2.49799}, 
274   -1.46761   2.16175        6.09529    -0.199312,   0.979936      0.05073890.00647212 0.00131306,  0.0414019       0.667307    {-0.319819,1.57242}, 
275    -1.4575   2.11202        6.05437    -0.979936,  -0.199311     0.00661409 0.0101129  0.0497209,  0.0409147       0.282466    {-12.0728,-2.45549}, 
276   -1.45102   2.11334        6.01371    -0.199564,   0.979885      0.04948870.00648139 0.00131826,  0.0406592       0.662378    {-0.321458,1.5784}, 
277   -1.44114   2.06485        5.97366    -0.979885,  -0.199562     0.006614610.00987615  0.0484932,  0.0400532       0.284274    {-11.8216,-2.40756}, 
278   -1.43466   2.06617        5.93384    -0.199898,   0.979817      0.04836530.00648155 0.00132002,   0.039818       0.657463    {-0.323238,1.58438}, 
279   -1.42499   2.01878        5.89455    -0.979817,  -0.199896      0.00662150.00966813  0.0473891,  0.0392888        0.28599    {-11.5872,-2.36395}, 
280    -1.4185    2.0201        5.85548    -0.200207,   0.979754      0.04728070.00648786 0.00132361,   0.039071        0.65252    {-0.324991,1.59041}, 
281   -1.40904   1.97378        5.81693    -0.979754,  -0.200206      0.00662910.00946591  0.0463234,  0.0385505       0.287683    {-11.3594,-2.32122}, 
282   -1.40254   1.97511        5.77858    -0.200701,   0.979652      0.04636920.00649489 0.00132718,  0.0383496       0.647613    {-0.327054,1.5964}, 
283   -1.39324   1.92968        5.74063    -0.979653,    -0.2007     0.006647150.00930636  0.0454257,   0.037949       0.289224    {-11.1537,-2.28503}, 
284   -1.38672   1.93102        5.70287    -0.201376,   0.979514      0.04560540.00651189 0.00133408,  0.0377612       0.642725    {-0.329422,1.60235}, 
285   -1.37754   1.88635        5.66541    -0.979514,  -0.201374     0.006674980.00918381  0.0446711,  0.0374651       0.290624    {-10.9666,-2.25457}, 
286     -1.371   1.88769        5.62812    -0.202038,   0.979378      0.04485730.00653824 0.00134417,  0.0372876       0.637785    {-0.331798,1.60839}, 
